AreaCode,AreaName,CategoryAttribute,Denominator,Factor,IndicatorCode,IndicatorName,IndicatorShortName,LowerConfidenceLimit,MetricCategoryName,MetricCategoryTypeName,Numerator,TimePeriodName,UpperConfidenceLimit,Value,ValueNote
E54000059,NHS Northamptonshire Integrated Care Board,Female,1175.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),52.46,18-39,Age group,650.0,To March 2023,58.06,55.32,
E54000059,NHS Northamptonshire Integrated Care Board,Persons,27195.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),57.69,40-59,Age group,15850.0,To March 2023,58.86,58.28,
E54000059,NHS Northamptonshire Integrated Care Board,Male,14840.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),54.01,40-59,Age group,8135.0,To March 2023,55.61,54.81,
E54000059,NHS Northamptonshire Integrated Care Board,Female,12355.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),61.59,40-59,Age group,7715.0,To March 2023,63.3,62.45,
E54000059,NHS Northamptonshire Integrated Care Board,Persons,55100.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),70.87,60-79,Age group,39255.0,To March 2023,71.62,71.25,
E54000059,NHS Northamptonshire Integrated Care Board,Male,28065.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),70.4,60-79,Age group,19910.0,To March 2023,71.46,70.94,
E54000059,NHS Northamptonshire Integrated Care Board,Female,27035.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),71.03,60-79,Age group,19350.0,To March 2023,72.1,71.57,
E54000059,NHS Northamptonshire Integrated Care Board,Persons,19055.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),78.36,80+,Age group,15045.0,To March 2023,79.52,78.95,
E54000059,NHS Northamptonshire Integrated Care Board,Male,7855.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),80.6,80+,Age group,6400.0,To March 2023,82.31,81.47,
E54000059,NHS Northamptonshire Integrated Care Board,Female,11200.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),76.39,80+,Age group,8645.0,To March 2023,77.94,77.18,
E54000059,NHS Northamptonshire Integrated Care Board,Persons,3180.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),66.61,Asian,Ethnicity,2170.0,To March 2023,69.82,68.25,
E54000059,NHS Northamptonshire Integrated Care Board,Persons,3060.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),55.34,Black,Ethnicity,1745.0,To March 2023,58.83,57.09,
E54000059,NHS Northamptonshire Integrated Care Board,Persons,8825.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),62.0,Missing,Ethnicity,5560.0,To March 2023,64.0,63.0,
E54000059,NHS Northamptonshire Integrated Care Board,Persons,860.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),56.08,Mixed,Ethnicity,510.0,To March 2023,62.57,59.42,
E54000059,NHS Northamptonshire Integrated Care Board,Persons,3355.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),60.4,Not stated,Ethnicity,2080.0,To March 2023,63.68,62.06,
E54000059,NHS Northamptonshire Integrated Care Board,Persons,84165.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),69.87,White,Ethnicity,59070.0,To March 2023,70.49,70.18,
E54000059,NHS Northamptonshire Integrated Care Board,Persons,350.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),54.55,Other,Ethnicity,210.0,To March 2023,64.77,59.89,
E54000059,NHS Northamptonshire Integrated Care Board,Persons,12630.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),64.22,1 - most deprived,Deprivation quintile,8220.0,To March 2023,65.89,65.06,
E54000059,NHS Northamptonshire Integrated Care Board,Persons,17805.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),65.42,2,Deprivation quintile,11775.0,To March 2023,66.81,66.12,
E54000059,NHS Northamptonshire Integrated Care Board,Persons,18680.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),68.79,3,Deprivation quintile,12975.0,To March 2023,70.1,69.45,
E54000059,NHS Northamptonshire Integrated Care Board,Persons,31710.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),69.28,4,Deprivation quintile,22130.0,To March 2023,70.29,69.79,
E54000059,NHS Northamptonshire Integrated Care Board,Persons,26660.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),69.96,5 - least deprived,Deprivation quintile,18800.0,To March 2023,71.05,70.51,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Persons,141455.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),66.06,Persons,Sex,93800.0,To March 2023,66.55,66.31,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Male,70455.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),64.45,Male,Sex,45655.0,To March 2023,65.15,64.8,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Female,71000.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),67.46,Female,Sex,48145.0,To March 2023,68.15,67.81,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Persons,3135.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),46.35,18-39,Age group,1510.0,To March 2023,49.82,48.09,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Male,1665.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),41.61,18-39,Age group,730.0,To March 2023,46.34,43.96,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Female,1470.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),50.2,18-39,Age group,775.0,To March 2023,55.29,52.75,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Persons,34685.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),54.65,40-59,Age group,19135.0,To March 2023,55.7,55.18,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Male,18930.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),51.26,40-59,Age group,9840.0,To March 2023,52.68,51.97,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Female,15750.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),58.27,40-59,Age group,9300.0,To March 2023,59.8,59.03,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Persons,75640.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),67.29,60-79,Age group,51150.0,To March 2023,67.95,67.62,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Male,38750.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),66.78,60-79,Age group,26060.0,To March 2023,67.71,67.25,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Female,36890.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),67.53,60-79,Age group,25090.0,To March 2023,68.48,68.01,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Persons,27995.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),78.12,80+,Age group,22005.0,To March 2023,79.08,78.6,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Male,11105.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),80.51,80+,Age group,9025.0,To March 2023,81.96,81.25,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Female,16890.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),76.22,80+,Age group,12980.0,To March 2023,77.49,76.86,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Persons,5030.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),63.14,Asian,Ethnicity,3240.0,To March 2023,65.78,64.47,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Persons,3585.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),56.58,Black,Ethnicity,2085.0,To March 2023,59.78,58.19,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Persons,22810.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),62.85,Missing,Ethnicity,14480.0,To March 2023,64.1,63.47,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Persons,1030.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),56.29,Mixed,Ethnicity,610.0,To March 2023,62.19,59.26,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Persons,1740.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),58.36,Not stated,Ethnicity,1055.0,To March 2023,62.89,60.64,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Persons,106695.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),67.19,White,Ethnicity,71990.0,To March 2023,67.75,67.47,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Persons,570.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),55.32,Other,Ethnicity,340.0,To March 2023,63.35,59.47,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Persons,34530.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),63.01,1 - most deprived,Deprivation quintile,21935.0,To March 2023,64.02,63.52,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Persons,26415.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),65.33,2,Deprivation quintile,17410.0,To March 2023,66.48,65.91,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Persons,28030.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),66.56,3,Deprivation quintile,18810.0,To March 2023,67.66,67.11,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Persons,25070.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),68.15,4,Deprivation quintile,17230.0,To March 2023,69.3,68.73,
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Persons,28185.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),67.23,5 - least deprived,Deprivation quintile,19105.0,To March 2023,68.32,67.78,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Persons,82535.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),64.35,Persons,Sex,53385.0,To March 2023,65.0,64.68,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Male,41215.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),62.97,Male,Sex,26150.0,To March 2023,63.9,63.44,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Female,41320.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),65.46,Female,Sex,27235.0,To March 2023,66.37,65.92,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Persons,1355.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),37.17,18-39,Age group,540.0,To March 2023,42.33,39.76,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Male,730.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),34.24,18-39,Age group,275.0,To March 2023,41.2,37.67,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Female,625.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),38.34,18-39,Age group,265.0,To March 2023,46.01,42.22,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Persons,17350.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),50.36,40-59,Age group,8870.0,To March 2023,51.85,51.11,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Male,9565.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),47.0,40-59,Age group,4590.0,To March 2023,49.0,48.0,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Female,7785.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),53.82,40-59,Age group,4275.0,To March 2023,56.03,54.93,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Persons,45215.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),64.98,60-79,Age group,29580.0,To March 2023,65.86,65.42,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Male,23475.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),64.43,60-79,Age group,15270.0,To March 2023,65.65,65.04,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Female,21740.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),65.19,60-79,Age group,14310.0,To March 2023,66.45,65.83,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Persons,18620.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),76.74,80+,Age group,14400.0,To March 2023,77.93,77.34,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Male,7445.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),79.85,80+,Age group,6010.0,To March 2023,81.63,80.75,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Female,11175.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),74.26,80+,Age group,8385.0,To March 2023,75.86,75.06,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Persons,1410.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),59.63,Asian,Ethnicity,875.0,To March 2023,64.66,62.17,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Persons,840.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),45.72,Black,Ethnicity,410.0,To March 2023,52.38,49.11,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Persons,2045.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),52.1,Missing,Ethnicity,1110.0,To March 2023,56.39,54.27,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Persons,385.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),45.9,Mixed,Ethnicity,195.0,To March 2023,55.64,50.9,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Persons,1910.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),54.65,Not stated,Ethnicity,1085.0,To March 2023,59.05,56.89,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Persons,75785.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),65.12,White,Ethnicity,49605.0,To March 2023,65.79,65.46,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Persons,160.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),52.47,Other,Ethnicity,95.0,To March 2023,67.28,60.38,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Persons,8460.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),60.68,1 - most deprived,Deprivation quintile,5220.0,To March 2023,62.74,61.71,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Persons,19310.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),63.14,2,Deprivation quintile,12325.0,To March 2023,64.5,63.82,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Persons,23210.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),63.53,3,Deprivation quintile,14890.0,To March 2023,64.76,64.15,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Persons,20885.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),65.4,4,Deprivation quintile,13795.0,To March 2023,66.68,66.05,
E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Persons,10720.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),66.77,5 - least deprived,Deprivation quintile,7250.0,To March 2023,68.53,67.66,
E54000038,NHS Somerset Integrated Care Board,Persons,99240.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),68.02,Persons,Sex,67795.0,To March 2023,68.6,68.31,
E54000038,NHS Somerset Integrated Care Board,Male,49735.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),66.94,Male,Sex,33495.0,To March 2023,67.76,67.35,
E54000038,NHS Somerset Integrated Care Board,Female,49510.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),68.88,Female,Sex,34300.0,To March 2023,69.69,69.28,
